1602781256 0 0 0 0 0
1603204003 0 0 0 0 0
1603204134 0 0 0 0 0
1604689012 0 0 0 0 0
1606570947 147 0 0 0 0
1606573260 340 0 0 0 0
1606573646 342 0 0 0 0
1606574064 382 0 0 0 0
1606640088 386 0 0 0 0
1607010757 386 0 0 0 0
1607010777 386 0 0 0 0
1607010818 386 0 0 0 0
1607010836 386 0 0 0 0
1607010855 386 0 0 0 0
1607010874 386 0 0 0 0
1607011145 386 0 0 0 0
1607017638 386 0 0 0 13
1607111761 386 98 0 0 13
1607112462 388 98 0 0 13
1607114458 396 98 0 0 13
1607114567 418 98 0 0 13
1607114713 527 98 0 0 13
1607117632 538 98 0 0 13
1607154163 617 98 0 0 13
1607155542 623 98 0 0 13
1607155605 629 98 0 0 13
1607176087 631 98 0 0 13
1607176146 656 98 0 0 13
1607185503 656 98 8 0 13
1607186818 656 98 121 0 13
1607193913 656 235 121 0 13
1607193963 656 257 121 0 13
1607194012 656 370 121 0 13
1607199517 672 370 121 0 13
1607199542 748 370 121 0 13
1607199648 751 370 121 0 13
1607213675 751 370 195 0 13
1607242454 751 370 195 0 13
1607242537 751 370 195 0 13
1607243363 751 380 195 0 13
1607243383 751 392 195 0 13
1607261164 756 392 195 0 13
1607261209 766 392 195 0 13
1607261949 767 392 195 0 13
1607262356 767 396 195 0 13
1607262390 767 396 195 0 13
1607263001 768 396 195 0 13
1607263765 768 396 195 0 13
1607264516 768 396 195 0 13
1607264589 772 396 195 0 13
1607264611 772 396 195 0 13
1607268561 772 396 205 0 13
1607268671 772 396 205 0 13
1607268744 772 396 206 0 13
1607268849 772 396 436 0 13
1607270464 772 396 436 0 13
1607270706 783 396 436 0 13
1607277136 786 396 436 0 13
1607277217 822 396 436 0 13
1607277352 824 396 436 0 13
1607277521 840 396 436 0 13
1607277562 841 396 436 0 13
1607277778 841 418 436 0 13
1607277837 841 576 436 0 13
1607278029 855 576 436 0 13
1607278167 855 576 436 0 13
1607278670 855 590 436 0 13
1607278719 855 590 436 0 13
1607279006 855 603 436 0 13
1607281043 855 703 436 0 13
1607281097 855 729 436 0 13
1607283821 855 838 436 0 13
1607283839 855 961 436 0 13
1607283903 855 984 436 0 13
1607286982 855 984 464 0 13
1607287169 855 984 470 0 13
1607287324 874 984 470 0 13
1607287357 945 984 470 0 13
1607297080 945 984 470 5 13
1607300266 945 984 470 131 13
1607302070 945 984 470 133 13
1607302322 945 984 470 135 13
1607303452 945 984 470 184 13
1607320945 945 1010 470 184 13
1607320984 945 1014 470 184 13
1607321776 945 1028 470 184 13
1607322343 945 1038 470 184 13
1607324332 945 1072 470 184 13
1607331523 949 1072 470 184 13
1607331839 949 1117 470 184 13
1607331855 949 1117 470 184 13
1607337330 949 1117 471 184 13
1607337438 949 1117 476 184 13
1607337524 949 1117 482 184 13
1607337586 949 1117 534 184 13
1607343861 951 1117 534 184 13
1607343949 957 1117 534 184 13
1607345035 957 1117 537 184 13
1607345149 957 1117 537 184 13
1607345430 957 1117 571 184 13
1607345562 957 1117 572 184 13
1607345731 957 1117 688 184 13
1607345833 957 1117 688 184 13
1607362048 957 1249 688 184 13
1607362081 957 1425 688 184 13
1607363600 957 1452 688 184 13
1607363702 957 1492 688 184 13
1607363719 957 1493 688 184 13
1607365295 959 1493 688 184 13
1607365856 1062 1493 688 184 13
1607368267 1062 1553 688 184 13
1607368578 1082 1553 688 184 13
1607368605 1099 1553 688 184 13
1607370520 1107 1553 688 184 13
1607370577 1232 1553 688 184 13
1607370633 1236 1553 688 184 13
1607370668 1236 1624 688 184 13
1607370681 1236 1624 688 184 13
1607371858 1248 1624 688 184 13
1607372066 1285 1624 688 184 13
1607373284 1285 1624 767 184 13
1607373463 1312 1624 767 184 13
1607373528 1366 1624 767 184 13
1607373665 1406 1624 767 184 13
1607377295 1406 1624 767 184 13
1607379975 1406 1624 936 184 13
1607381086 1406 1624 937 184 13
1607382556 1406 1624 941 184 13
1607383845 1406 1624 949 184 13
1607385782 1406 1624 968 184 13
1607386323 1406 1624 973 184 13
1607415419 1406 1624 973 225 13
1607416153 1406 1639 973 225 13
1607417919 1406 1639 973 236 13
1607425503 1406 1681 973 236 13
1607425590 1406 1681 973 236 13
1607425600 1406 1681 973 236 13
1607429823 1406 1681 973 346 13
1607429927 1406 1681 973 346 13
1607430035 1406 1681 973 348 13
1607430076 1406 1681 973 431 13
1607430092 1406 1681 973 432 13
1607430128 1406 1681 973 433 13
1607430142 1406 1681 973 509 13
1607430154 1406 1681 973 522 13
1607430173 1406 1681 973 524 13
1607430199 1406 1681 973 526 13
1607430225 1406 1681 973 616 13
1607430260 1406 1681 973 679 13
1607430302 1406 1681 973 752 13
1607430797 1406 1681 973 834 13
1607438143 1406 1693 973 834 13
1607438252 1406 1778 973 834 13
1607438348 1406 1915 973 834 13
1607438446 1406 1926 973 834 13
1607438469 1406 1954 973 834 13
1607438928 1406 1960 973 834 13
1607445982 1406 1960 1588 834 13
1607454370 1406 1960 1588 2158 13
