1602781256 1 0 0 0 0
1603204003 2 0 0 0 0
1603204134 3 0 0 0 0
1604689012 4 0 0 0 0
1606570947 5 0 0 0 0
1606573260 6 0 0 0 0
1606573646 7 0 0 0 0
1606574064 8 0 0 0 0
1606640088 9 0 0 0 0
1607010757 10 0 0 0 0
1607010777 11 0 0 0 0
1607010818 12 0 0 0 0
1607010836 13 0 0 0 0
1607010855 14 0 0 0 0
1607010874 15 0 0 0 0
1607011145 16 0 0 0 0
1607017638 16 0 0 0 1
1607111761 16 1 0 0 1
1607112462 17 1 0 0 1
1607114458 18 1 0 0 1
1607114567 19 1 0 0 1
1607114713 20 1 0 0 1
1607117632 21 1 0 0 1
1607154163 22 1 0 0 1
1607155542 23 1 0 0 1
1607155605 24 1 0 0 1
1607176087 25 1 0 0 1
1607176146 26 1 0 0 1
1607185503 26 1 1 0 1
1607186818 26 1 2 0 1
1607193913 26 2 2 0 1
1607193963 26 3 2 0 1
1607194012 26 4 2 0 1
1607199517 27 4 2 0 1
1607199542 28 4 2 0 1
1607199648 29 4 2 0 1
1607213675 29 4 3 0 1
1607242454 29 4 3 0 2
1607242537 29 4 3 0 3
1607243363 29 5 3 0 3
1607243383 29 6 3 0 3
1607261164 30 6 3 0 3
1607261209 31 6 3 0 3
1607261949 32 6 3 0 3
1607262356 32 7 3 0 3
1607262390 32 8 3 0 3
1607263001 33 8 3 0 3
1607263765 33 8 4 0 3
1607264516 33 8 5 0 3
1607264589 34 8 5 0 3
1607264611 34 8 6 0 3
1607268561 34 8 7 0 3
1607268671 34 8 8 0 3
1607268744 34 8 9 0 3
1607268849 34 8 10 0 3
1607270464 35 8 10 0 3
1607270706 36 8 10 0 3
1607277136 37 8 10 0 3
1607277217 38 8 10 0 3
1607277352 39 8 10 0 3
1607277521 40 8 10 0 3
1607277562 41 8 10 0 3
1607277778 41 9 10 0 3
1607277837 41 10 10 0 3
1607278029 42 10 10 0 3
1607278167 42 11 10 0 3
1607278670 42 12 10 0 3
1607278719 42 13 10 0 3
1607279006 42 14 10 0 3
1607281043 42 15 10 0 3
1607281097 42 16 10 0 3
1607283821 42 17 10 0 3
1607283839 42 18 10 0 3
1607283903 42 19 10 0 3
1607286982 42 19 11 0 3
1607287169 42 19 12 0 3
1607287324 43 19 12 0 3
1607287357 44 19 12 0 3
1607297080 44 19 12 1 3
1607300266 44 19 12 2 3
1607302070 44 19 12 3 3
1607302322 44 19 12 4 3
1607303452 44 19 12 5 3
1607320945 44 20 12 5 3
1607320984 44 21 12 5 3
1607321776 44 22 12 5 3
1607322343 44 23 12 5 3
1607324332 44 24 12 5 3
1607331523 45 24 12 5 3
1607331839 45 25 12 5 3
1607331855 45 26 12 5 3
1607337330 45 26 13 5 3
1607337438 45 26 14 5 3
1607337524 45 26 15 5 3
1607337586 45 26 16 5 3
1607343861 46 26 16 5 3
1607343949 47 26 16 5 3
1607345035 47 26 17 5 3
1607345149 47 26 18 5 3
1607345430 47 26 19 5 3
1607345562 47 26 20 5 3
1607345731 47 26 21 5 3
1607345833 47 26 22 5 3
1607362048 47 27 22 5 3
1607362081 47 28 22 5 3
1607363600 47 29 22 5 3
1607363702 47 30 22 5 3
1607363719 47 31 22 5 3
1607365295 48 31 22 5 3
1607365856 49 31 22 5 3
1607368267 49 32 22 5 3
1607368578 50 32 22 5 3
1607368605 51 32 22 5 3
1607370520 52 32 22 5 3
1607370577 53 32 22 5 3
1607370633 54 32 22 5 3
1607370668 54 33 22 5 3
1607370681 54 34 22 5 3
1607371858 55 34 22 5 3
1607372066 56 34 22 5 3
1607373284 56 34 23 5 3
1607373463 57 34 23 5 3
1607373528 58 34 23 5 3
1607373665 59 34 23 5 3
1607377295 60 34 23 5 3
1607379975 60 34 24 5 3
1607381086 60 34 25 5 3
1607382556 60 34 26 5 3
1607383845 60 34 27 5 3
1607385782 60 34 28 5 3
1607386323 60 34 29 5 3
1607415419 60 34 29 6 3
1607416153 60 35 29 6 3
1607417919 60 35 29 7 3
1607425503 60 36 29 7 3
1607425590 60 37 29 7 3
1607425600 60 38 29 7 3
1607429823 60 38 29 8 3
1607429927 60 38 29 9 3
1607430035 60 38 29 10 3
1607430076 60 38 29 11 3
1607430092 60 38 29 12 3
1607430128 60 38 29 13 3
1607430142 60 38 29 14 3
1607430154 60 38 29 15 3
1607430173 60 38 29 16 3
1607430199 60 38 29 17 3
1607430225 60 38 29 18 3
1607430260 60 38 29 19 3
1607430302 60 38 29 20 3
1607430797 60 38 29 21 3
1607438143 60 39 29 21 3
1607438252 60 40 29 21 3
1607438348 60 41 29 21 3
1607438446 60 42 29 21 3
1607438469 60 43 29 21 3
1607438928 60 44 29 21 3
1607445982 60 44 30 21 3
